"","Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date"
"1348","coreopsis","coreopsis","",NA,NA,NA,"","","",FALSE,"1.1","","","coreopsis","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1349","lagerstroemia indica","lagerstroemia","","indica",NA,NA,"","","kew-2354050",TRUE,"1.1","Accepted","Lythraceae","Lagerstroemia","","indica","","","L.","kew-2354050","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1350","lagerstroemia indica","lagerstroemia","","indica",NA,NA,"","","kew-2354050",TRUE,"1.1","Accepted","Lythraceae","Lagerstroemia","","indica","","","L.","kew-2354050","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1351","monarda di dyma l.","monarda","","di",NA,NA,"dyma","l.","",FALSE,"1.1","","","monarda","","di",NA,"dyma","","","",FALSE,FALSE,FALSE,2019-08-12
"1352","asclepias curassavica","asclepias","","curassavica",NA,NA,"","","kew-2654713",TRUE,"1.1","Accepted","Apocynaceae","Asclepias","","curassavica","","","L.","kew-2654713","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1353","leucanthemum × superbum","leucanthemum","×","superbum",NA,NA,"","","gcc-26467",TRUE,"1.1","Accepted","Compositae","Leucanthemum","×","superbum","","","(Bergmans ex J.W.Ingram) D.H.Kent","gcc-26467","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1354","lantana sp.","lantana","","sp.",NA,NA,"","","",FALSE,"1.1","","","lantana","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1355","rudbeckia hirta","rudbeckia","","hirta",NA,NA,"","","gcc-126702",TRUE,"1.1","Accepted","Compositae","Rudbeckia","","hirta","","","L.","gcc-126702","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1356","hibiscus syriacus","hibiscus","","syriacus",NA,NA,"","","kew-2850597",TRUE,"1.1","Accepted","Malvaceae","Hibiscus","","syriacus","","","L.","kew-2850597","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1357","monarda punctata","monarda","","punctata",NA,NA,"","","kew-129232",TRUE,"1.1","Accepted","Lamiaceae","Monarda","","punctata","","","L.","kew-129232","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1358","cucurbita","cucurbita","",NA,NA,NA,"","","",FALSE,"1.1","","","cucurbita","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1359","russian sage","russian","","sage",NA,NA,"","","",FALSE,"1.1","","","russian","","sage",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1360","tuberous begonia","tuberous","","begonia",NA,NA,"","","",FALSE,"1.1","","","tuberous","","begonia",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1361","lantana","lantana","",NA,NA,NA,"","","",FALSE,"1.1","","","lantana","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1362","leucophyllum frutescens","leucophyllum","","frutescens",NA,NA,"","","tro-29201024",TRUE,"1.1","Accepted","Scrophulariaceae","Leucophyllum","","frutescens","","","(Berland.) I.M. Johnst.","tro-29201024","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1363","crepe myrtle","crepe","","myrtle",NA,NA,"","","",FALSE,"1.1","","","crepe","","myrtle",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1364","mirabilis jalapa","mirabilis","","jalapa",NA,NA,"","","kew-2502156",TRUE,"1.1","Accepted","Nyctaginaceae","Mirabilis","","jalapa","","","L.","kew-2502156","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1365","rose","rose","",NA,NA,NA,"","","",FALSE,"1.1","","","rose","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1366","rose","rose","",NA,NA,NA,"","","",FALSE,"1.1","","","rose","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1367","rose","rose","",NA,NA,NA,"","","",FALSE,"1.1","","","rose","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1368","vitex agnus-castus","vitex","","agnus-castus",NA,NA,"","","kew-213297",TRUE,"1.1","Accepted","Lamiaceae","Vitex","","agnus-castus","","","L.","kew-213297","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1369","chilopsis linearis","chilopsis","","linearis",NA,NA,"","","kew-320433",TRUE,"1.1","Accepted","Bignoniaceae","Chilopsis","","linearis","","","(Cav.) Sweet","kew-320433","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1370","chilopsis linearis","chilopsis","","linearis",NA,NA,"","","kew-320433",TRUE,"1.1","Accepted","Bignoniaceae","Chilopsis","","linearis","","","(Cav.) Sweet","kew-320433","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1371","crepe myrtle","crepe","","myrtle",NA,NA,"","","",FALSE,"1.1","","","crepe","","myrtle",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1372","crepe myrtle","crepe","","myrtle",NA,NA,"","","",FALSE,"1.1","","","crepe","","myrtle",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1373","crepe myrtle","crepe","","myrtle",NA,NA,"","","",FALSE,"1.1","","","crepe","","myrtle",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1374","hesperaloe parviflora","hesperaloe","","parviflora",NA,NA,"","","kew-277924",TRUE,"1.1","Accepted","Asparagaceae","Hesperaloe","","parviflora","","","(Torr.) J.M.Coult.","kew-277924","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1375","rose","rose","",NA,NA,NA,"","","",FALSE,"1.1","","","rose","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1376","rose","rose","",NA,NA,NA,"","","",FALSE,"1.1","","","rose","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1377","perovskia atriplicifolia","perovskia","","atriplicifolia",NA,NA,"","","kew-150582",TRUE,"1.1","Accepted","Lamiaceae","Perovskia","","atriplicifolia","","","Benth.","kew-150582","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1378","anis hyssop agastache","anis","","hyssop",NA,NA,"agastache","","",FALSE,"1.1","","","anis","","hyssop",NA,"agastache","","","",FALSE,FALSE,FALSE,2019-08-12
"1379","echinacea purpurea","echinacea","","purpurea",NA,NA,"","","gcc-135149",TRUE,"1.1","Accepted","Compositae","Echinacea","","purpurea","","","(L.) Moench","gcc-135149","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1380","pink canna","pink","","canna",NA,NA,"","","",FALSE,"1.1","","","pink","","canna",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1381","ruellia","ruellia","",NA,NA,NA,"","","",FALSE,"1.1","","","ruellia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1382","perovskia atriplicifolia","perovskia","","atriplicifolia",NA,NA,"","","kew-150582",TRUE,"1.1","Accepted","Lamiaceae","Perovskia","","atriplicifolia","","","Benth.","kew-150582","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1383","salvia farinacea","salvia","","farinacea",NA,NA,"","","kew-182630",TRUE,"1.1","Accepted","Lamiaceae","Salvia","","farinacea","","","Benth.","kew-182630","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1384","salvia farinacea","salvia","","farinacea",NA,NA,"","","kew-182630",TRUE,"1.1","Accepted","Lamiaceae","Salvia","","farinacea","","","Benth.","kew-182630","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1385","salvia farinacea x longispicata","salvia","×","farinacea",NA,NA,"longispicata","","kew-182630",FALSE,"1.1","Accepted","Lamiaceae","Salvia","","farinacea","","","Benth.","kew-182630","Accepted",FALSE,FALSE,TRUE,2019-08-12
"1386","salvia farinacea mealy blue dage","salvia","","farinacea",NA,NA,"mealy","blue dage","kew-182630",FALSE,"1.1","Accepted","Lamiaceae","Salvia","","farinacea","","","Benth.","kew-182630","Accepted",FALSE,FALSE,TRUE,2019-08-12
"1387","lantana urticoides","lantana","","urticoides",NA,NA,"","","kew-108340",TRUE,"1.1","Accepted","Verbenaceae","Lantana","","urticoides","","","Hayek","kew-108340","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1388","gaillardia pulchella","gaillardia","","pulchella",NA,NA,"","","gcc-120122",TRUE,"1.1","Accepted","Compositae","Gaillardia","","pulchella","","","Foug.","gcc-120122","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1389","cuphea hyssopifolia","cuphea","","hyssopifolia",NA,NA,"","","kew-2748114",TRUE,"1.1","Accepted","Lythraceae","Cuphea","","hyssopifolia","","","Kunth","kew-2748114","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1390","zinnias","zinnias","",NA,NA,NA,"","","",FALSE,"1.1","","","zinnias","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1391","hyptis alata","hyptis","","alata",NA,NA,"","","kew-101567",TRUE,"1.1","Accepted","Lamiaceae","Hyptis","","alata","","","(Raf.) Shinners","kew-101567","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1392","anisacanthus quadrifides var wrightii","anisacanthus","","quadrifides",NA,"var","wrightii","","kew-2640120",TRUE,"1.1","Accepted","Acanthaceae","Anisacanthus","","quadrifidus","var.","wrightii","(Torr.) Henrickson","kew-2640120","Accepted",TRUE,FALSE,FALSE,2019-08-12
"1393","anisacanthus quadrifidus","anisacanthus","","quadrifidus",NA,NA,"","","kew-2640117",TRUE,"1.1","Accepted","Acanthaceae","Anisacanthus","","quadrifidus","","","(Vahl) Nees","kew-2640117","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1394","helianthus annus","helianthus","","annus",NA,NA,"","","gcc-42117",TRUE,"1.1","Synonym","Compositae","Helianthus","","petiolaris","var.","canescens","A.Gray","gcc-2678","Accepted",TRUE,FALSE,FALSE,2019-08-12
"1395","lantana","lantana","",NA,NA,NA,"","","",FALSE,"1.1","","","lantana","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1396","campsis radicans","campsis","","radicans",NA,NA,"","","kew-320348",TRUE,"1.1","Accepted","Bignoniaceae","Campsis","","radicans","","","(L.) Seem.","kew-320348","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1397","malcaviscus arboreus drummondii","malcaviscus","","arboreus",NA,NA,"drummondii","","",FALSE,"1.1","","","malcaviscus","","arboreus",NA,"drummondii","","","",FALSE,FALSE,FALSE,2019-08-12
"1398","salvia farinacea x longispicata","salvia","×","farinacea",NA,NA,"longispicata","","kew-182630",FALSE,"1.1","Accepted","Lamiaceae","Salvia","","farinacea","","","Benth.","kew-182630","Accepted",FALSE,FALSE,TRUE,2019-08-12
"1399","salvia farinacea","salvia","","farinacea",NA,NA,"","","kew-182630",TRUE,"1.1","Accepted","Lamiaceae","Salvia","","farinacea","","","Benth.","kew-182630","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1400","lantana urticoides","lantana","","urticoides",NA,NA,"","","kew-108340",TRUE,"1.1","Accepted","Verbenaceae","Lantana","","urticoides","","","Hayek","kew-108340","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1401","gaillardia pulchella","gaillardia","","pulchella",NA,NA,"","","gcc-120122",TRUE,"1.1","Accepted","Compositae","Gaillardia","","pulchella","","","Foug.","gcc-120122","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1402","zinnias","zinnias","",NA,NA,NA,"","","",FALSE,"1.1","","","zinnias","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1403","silphium","silphium","",NA,NA,NA,"","","",FALSE,"1.1","","","silphium","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1404","aster","aster","",NA,NA,NA,"","","",FALSE,"1.1","","","aster","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1405","hyptis alata","hyptis","","alata",NA,NA,"","","kew-101567",TRUE,"1.1","Accepted","Lamiaceae","Hyptis","","alata","","","(Raf.) Shinners","kew-101567","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1406","cucumis melo","cucumis","","melo",NA,NA,"","","kew-2746992",TRUE,"1.1","Accepted","Cucurbitaceae","Cucumis","","melo","","","L.","kew-2746992","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1407","vitex agnus-castus","vitex","","agnus-castus",NA,NA,"","","kew-213297",TRUE,"1.1","Accepted","Lamiaceae","Vitex","","agnus-castus","","","L.","kew-213297","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1408","cucumis sativus","cucumis","","sativus",NA,NA,"","","kew-2747062",TRUE,"1.1","Accepted","Cucurbitaceae","Cucumis","","sativus","","","L.","kew-2747062","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1409","lobularia maritima","lobularia","","maritima",NA,NA,"","","kew-2338457",TRUE,"1.1","Accepted","Brassicaceae","Lobularia","","maritima","","","(L.) Desv.","kew-2338457","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1410","rudbeckia hirta","rudbeckia","","hirta",NA,NA,"","","gcc-126702",TRUE,"1.1","Accepted","Compositae","Rudbeckia","","hirta","","","L.","gcc-126702","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1411","verbesina encelioides","verbesina","","encelioides",NA,NA,"","","gcc-142456",TRUE,"1.1","Accepted","Compositae","Verbesina","","encelioides","","","(Cav.) Benth. & Hook.f. ex A.Gray","gcc-142456","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1412","monarda","monarda","",NA,NA,NA,"","","",FALSE,"1.1","","","monarda","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1413","daisy","daisy","",NA,NA,NA,"","","",FALSE,"1.1","","","daisy","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1414","phlox","phlox","",NA,NA,NA,"","","",FALSE,"1.1","","","phlox","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1415","dill","dill","",NA,NA,NA,"","","",FALSE,"1.1","","","dill","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1416","xexmenia","xexmenia","",NA,NA,NA,"","","",FALSE,"1.1","","","xexmenia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1417","salvia farinacea x longispicata","salvia","×","farinacea",NA,NA,"longispicata","","kew-182630",FALSE,"1.1","Accepted","Lamiaceae","Salvia","","farinacea","","","Benth.","kew-182630","Accepted",FALSE,FALSE,TRUE,2019-08-12
"1418","salvia farinacea","salvia","","farinacea",NA,NA,"","","kew-182630",TRUE,"1.1","Accepted","Lamiaceae","Salvia","","farinacea","","","Benth.","kew-182630","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1419","lantana urticoides","lantana","","urticoides",NA,NA,"","","kew-108340",TRUE,"1.1","Accepted","Verbenaceae","Lantana","","urticoides","","","Hayek","kew-108340","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1420","gaillardia","gaillardia","",NA,NA,NA,"","","",FALSE,"1.1","","","gaillardia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1421","zinnias","zinnias","",NA,NA,NA,"","","",FALSE,"1.1","","","zinnias","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1422","silphium","silphium","",NA,NA,NA,"","","",FALSE,"1.1","","","silphium","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1423","anisacanthus quadrifidus var wrightii","anisacanthus","","quadrifidus",NA,"var","wrightii","","kew-2640120",TRUE,"1.1","Accepted","Acanthaceae","Anisacanthus","","quadrifidus","var.","wrightii","(Torr.) Henrickson","kew-2640120","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1424","conoclinium greggi","conoclinium","","greggi",NA,NA,"","","gcc-114425",TRUE,"1.1","Accepted","Compositae","Conoclinium","","greggii","","","(A.Gray) Small","gcc-114425","Accepted",TRUE,FALSE,FALSE,2019-08-12
"1425","salvia farinacea","salvia","","farinacea",NA,NA,"","","kew-182630",TRUE,"1.1","Accepted","Lamiaceae","Salvia","","farinacea","","","Benth.","kew-182630","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1426","guarantee lindheimer","guarantee","","lindheimer",NA,NA,"","","",FALSE,"1.1","","","guarantee","","lindheimer",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1427","scabiosa columbaria","scabiosa","","columbaria",NA,NA,"","","kew-2593679",TRUE,"1.1","Accepted","Caprifoliaceae","Scabiosa","","columbaria","","","L.","kew-2593679","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1428","wedelia acapulcensis","wedelia","","acapulcensis",NA,NA,"","","gcc-11986",TRUE,"1.1","Accepted","Compositae","Wedelia","","acapulcensis","","","Kunth","gcc-11986","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1429","conoclinoum greggi","conoclinoum","","greggi",NA,NA,"","","",FALSE,"1.1","","","conoclinoum","","greggi",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1430","salvia farinacea","salvia","","farinacea",NA,NA,"","","kew-182630",TRUE,"1.1","Accepted","Lamiaceae","Salvia","","farinacea","","","Benth.","kew-182630","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1431","gaura lindheimer","gaura","","lindheimer",NA,NA,"","","kew-2818180",TRUE,"1.1","Accepted","Onagraceae","Gaura","","lindheimeri","","","Engelm. & A.Gray","kew-2818180","Accepted",TRUE,FALSE,FALSE,2019-08-12
"1432","scabiosa columbaria","scabiosa","","columbaria",NA,NA,"","","kew-2593679",TRUE,"1.1","Accepted","Caprifoliaceae","Scabiosa","","columbaria","","","L.","kew-2593679","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1433","wedelia acapulcensis","wedelia","","acapulcensis",NA,NA,"","","gcc-11986",TRUE,"1.1","Accepted","Compositae","Wedelia","","acapulcensis","","","Kunth","gcc-11986","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1434","cestrum","cestrum","",NA,NA,NA,"","","",FALSE,"1.1","","","cestrum","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1435","echinacea","echinacea","",NA,NA,NA,"","","",FALSE,"1.1","","","echinacea","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1436","salvia","salvia","",NA,NA,NA,"","","",FALSE,"1.1","","","salvia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1437","phlox","phlox","",NA,NA,NA,"","","",FALSE,"1.1","","","phlox","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1438","vitex","vitex","",NA,NA,NA,"","","",FALSE,"1.1","","","vitex","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1439","lantana","lantana","",NA,NA,NA,"","","",FALSE,"1.1","","","lantana","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1440","monarda","monarda","",NA,NA,NA,"","","",FALSE,"1.1","","","monarda","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1441","dill weed","dill","","weed",NA,NA,"","","",FALSE,"1.1","","","dill","","weed",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1442","phlox","phlox","",NA,NA,NA,"","","",FALSE,"1.1","","","phlox","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1443","zexmenia","zexmenia","",NA,NA,NA,"","","",FALSE,"1.1","","","zexmenia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1444","86","86","",NA,NA,NA,"","","",FALSE,"1.1","","","86","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1445","bat face cuphea","bat","","face",NA,NA,"cuphea","","",FALSE,"1.1","","","bat","","face",NA,"cuphea","","","",FALSE,FALSE,FALSE,2019-08-12
"1446","esperanza","esperanza","",NA,NA,NA,"","","",FALSE,"1.1","","","esperanza","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1447","viguiera stenoloba","viguiera","","stenoloba",NA,NA,"","","gcc-42090",TRUE,"1.1","Accepted","Compositae","Viguiera","","stenoloba","","","S.F.Blake","gcc-42090","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1448","viguiera stenoloba","viguiera","","stenoloba",NA,NA,"","","gcc-42090",TRUE,"1.1","Accepted","Compositae","Viguiera","","stenoloba","","","S.F.Blake","gcc-42090","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1449","euphorbia nutans","euphorbia","","nutans",NA,NA,"","","kew-81148",TRUE,"1.1","Accepted","Euphorbiaceae","Euphorbia","","nutans","","","Lag.","kew-81148","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1450","lantanacsmara","lantanacsmara","",NA,NA,NA,"","","",FALSE,"1.1","","","lantanacsmara","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1451","rivina humilis","rivina","","humilis",NA,NA,"","","kew-2425661",TRUE,"1.1","Accepted","Phytolaccaceae","Rivina","","humilis","","","L.","kew-2425661","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1452","ruella nudiflora","ruella","","nudiflora",NA,NA,"","","",FALSE,"1.1","","","ruella","","nudiflora",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1453","phlox","phlox","",NA,NA,NA,"","","",FALSE,"1.1","","","phlox","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1454","hosta","hosta","",NA,NA,NA,"","","",FALSE,"1.1","","","hosta","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1455","pride of barbafos","pride","","of",NA,NA,"barbafos","","",FALSE,"1.1","","","pride","","of",NA,"barbafos","","","",FALSE,FALSE,FALSE,2019-08-12
"1456","asclepias","asclepias","",NA,NA,NA,"","","",FALSE,"1.1","","","asclepias","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1457","vitex","vitex","",NA,NA,NA,"","","",FALSE,"1.1","","","vitex","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1458","abelia","abelia","",NA,NA,NA,"","","",FALSE,"1.1","","","abelia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1459","sage","sage","",NA,NA,NA,"","","",FALSE,"1.1","","","sage","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1460","anisacanthus quadrifidus","anisacanthus","","quadrifidus",NA,NA,"","","kew-2640117",TRUE,"1.1","Accepted","Acanthaceae","Anisacanthus","","quadrifidus","","","(Vahl) Nees","kew-2640117","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1461","helianthus annus","helianthus","","annus",NA,NA,"","","gcc-42117",TRUE,"1.1","Synonym","Compositae","Helianthus","","petiolaris","var.","canescens","A.Gray","gcc-2678","Accepted",TRUE,FALSE,FALSE,2019-08-12
"1462","campsis radicans","campsis","","radicans",NA,NA,"","","kew-320348",TRUE,"1.1","Accepted","Bignoniaceae","Campsis","","radicans","","","(L.) Seem.","kew-320348","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1463","lantana","lantana","",NA,NA,NA,"","","",FALSE,"1.1","","","lantana","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1464","malvaviscus arboreus","malvaviscus","","arboreus",NA,NA,"","","kew-2503923",TRUE,"1.1","Accepted","Malvaceae","Malvaviscus","","arboreus","","","Cav.","kew-2503923","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1465","salvia x sylvestris 'may night","salvia","×","sylvestris",NA,NA,"night","'may","kew-183961",FALSE,"1.1","Accepted","Lamiaceae","Salvia","×","sylvestris","","","L.","kew-183961","Accepted",FALSE,FALSE,TRUE,2019-08-12
